ts_utc,ticker,city,band,yes_bid,yes_ask,no_bid,no_ask,volume,kmia_obs,nyc_obs
2026-08-29T16:59Z,KXHIGHMIA-26AUG29-B92.5,MIA,B92.5,0.00,0.01,0.99,1.00,10967,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG29-B94.5,MIA,B94.5,0.00,0.01,0.99,1.00,6218,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG29-T88,MIA,T88,0.76,0.84,0.16,0.24,18122,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG29-T95,MIA,T95,0.00,0.01,0.99,1.00,1590,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-B87.5,MIA,B87.5,0.03,0.04,0.96,0.97,60,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-B89.5,MIA,B89.5,0.33,0.34,0.66,0.67,334,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-B91.5,MIA,B91.5,0.43,0.44,0.56,0.57,312,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-B93.5,MIA,B93.5,0.19,0.20,0.80,0.81,614,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-T87,MIA,T87,0.01,0.02,0.98,0.99,580,79,72
2026-08-29T16:59Z,KXHIGHMIA-26AUG30-T94,MIA,T94,0.01,0.02,0.98,0.99,347,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-B79.5,NY,B79.5,0.12,0.13,0.87,0.88,9080,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-B81.5,NY,B81.5,0.01,0.02,0.98,0.99,15799,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-B83.5,NY,B83.5,0.00,0.01,0.99,1.00,4358,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-B85.5,NY,B85.5,0.00,0.01,0.99,1.00,2876,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-T79,NY,T79,0.85,0.87,0.13,0.15,15530,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG29-T86,NY,T86,0.00,0.01,0.99,1.00,2299,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-B82.5,NY,B82.5,0.40,0.41,0.59,0.60,120,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-B84.5,NY,B84.5,0.15,0.18,0.82,0.85,57,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-B86.5,NY,B86.5,0.06,0.08,0.92,0.94,164,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-B88.5,NY,B88.5,0.00,0.02,0.98,1.00,997,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-T82,NY,T82,0.28,0.31,0.69,0.72,527,79,72
2026-08-29T16:59Z,KXHIGHNY-26AUG30-T89,NY,T89,0.00,0.01,0.99,1.00,1010,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-B80.5,CHI,B80.5,0.46,0.47,0.53,0.54,6314,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-B82.5,CHI,B82.5,0.48,0.49,0.51,0.52,4911,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-B84.5,CHI,B84.5,0.04,0.07,0.93,0.96,5201,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-B86.5,CHI,B86.5,0.00,0.01,0.99,1.00,2928,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-T80,CHI,T80,0.00,0.01,0.99,1.00,10772,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG29-T87,CHI,T87,0.00,0.01,0.99,1.00,848,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-B86.5,CHI,B86.5,0.33,0.34,0.66,0.67,185,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-B88.5,CHI,B88.5,0.26,0.27,0.73,0.74,84,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-B90.5,CHI,B90.5,0.07,0.09,0.91,0.93,37,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-B92.5,CHI,B92.5,0.02,0.03,0.97,0.98,198,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-T86,CHI,T86,0.27,0.28,0.72,0.73,313,79,72
2026-08-29T17:09Z,KXHIGHCHI-26AUG30-T93,CHI,T93,0.00,0.01,0.99,1.00,1049,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-B90.5,DEN,B90.5,0.31,0.33,0.67,0.69,1928,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-B92.5,DEN,B92.5,0.48,0.51,0.49,0.52,1553,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-B94.5,DEN,B94.5,0.03,0.05,0.95,0.97,2938,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-B96.5,DEN,B96.5,0.00,0.01,0.99,1.00,878,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-T90,DEN,T90,0.05,0.08,0.92,0.95,2114,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG29-T97,DEN,T97,0.00,0.01,0.99,1.00,427,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-B85.5,DEN,B85.5,0.21,0.26,0.74,0.79,10,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-B87.5,DEN,B87.5,0.37,0.38,0.62,0.63,21,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-B89.5,DEN,B89.5,0.21,0.24,0.76,0.79,44,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-B91.5,DEN,B91.5,0.05,0.06,0.94,0.95,61,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-T85,DEN,T85,0.06,0.07,0.93,0.94,48,79,72
2026-08-29T17:09Z,KXHIGHDEN-26AUG30-T92,DEN,T92,0.00,0.02,0.98,1.00,905,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-B88.5,MIA,B88.5,0.07,0.08,0.92,0.93,12284,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-B90.5,MIA,B90.5,0.08,0.09,0.91,0.92,13019,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-B92.5,MIA,B92.5,0.00,0.01,0.99,1.00,11046,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-B94.5,MIA,B94.5,0.00,0.01,0.99,1.00,6226,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-T88,MIA,T88,0.75,0.79,0.21,0.25,18747,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG29-T95,MIA,T95,0.00,0.01,0.99,1.00,1598,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-B87.5,MIA,B87.5,0.03,0.04,0.96,0.97,60,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-B89.5,MIA,B89.5,0.33,0.34,0.66,0.67,481,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-B91.5,MIA,B91.5,0.43,0.44,0.56,0.57,312,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-B93.5,MIA,B93.5,0.19,0.20,0.80,0.81,614,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-T87,MIA,T87,0.01,0.02,0.98,0.99,647,79,72
2026-08-29T17:09Z,KXHIGHMIA-26AUG30-T94,MIA,T94,0.01,0.02,0.98,0.99,347,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-B79.5,NY,B79.5,0.15,0.18,0.82,0.85,9464,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-B81.5,NY,B81.5,0.02,0.03,0.97,0.98,16153,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-B83.5,NY,B83.5,0.00,0.01,0.99,1.00,4358,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-B85.5,NY,B85.5,0.00,0.01,0.99,1.00,2876,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-T79,NY,T79,0.79,0.82,0.18,0.21,15872,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG29-T86,NY,T86,0.00,0.01,0.99,1.00,2299,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-B82.5,NY,B82.5,0.39,0.41,0.59,0.61,122,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-B84.5,NY,B84.5,0.16,0.17,0.83,0.84,57,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-B86.5,NY,B86.5,0.06,0.07,0.93,0.94,164,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-B88.5,NY,B88.5,0.00,0.02,0.98,1.00,997,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-T82,NY,T82,0.30,0.31,0.69,0.70,527,79,72
2026-08-29T17:09Z,KXHIGHNY-26AUG30-T89,NY,T89,0.00,0.01,0.99,1.00,1010,79,72
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-B80.5,CHI,B80.5,0.50,0.51,0.49,0.50,6785,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-B82.5,CHI,B82.5,0.46,0.47,0.53,0.54,5032,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-B84.5,CHI,B84.5,0.04,0.05,0.95,0.96,5731,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-B86.5,CHI,B86.5,0.00,0.01,0.99,1.00,3076,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-T80,CHI,T80,0.00,0.01,0.99,1.00,11272,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG29-T87,CHI,T87,0.00,0.01,0.99,1.00,959,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-B86.5,CHI,B86.5,0.33,0.34,0.66,0.67,193,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-B88.5,CHI,B88.5,0.24,0.26,0.74,0.76,84,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-B90.5,CHI,B90.5,0.07,0.08,0.92,0.93,37,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-B92.5,CHI,B92.5,0.02,0.03,0.97,0.98,198,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-T86,CHI,T86,0.31,0.32,0.68,0.69,620,81,73
2026-08-29T17:29Z,KXHIGHCHI-26AUG30-T93,CHI,T93,0.00,0.01,0.99,1.00,1049,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-B90.5,DEN,B90.5,0.37,0.38,0.62,0.63,1938,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-B92.5,DEN,B92.5,0.52,0.54,0.46,0.48,1603,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-B94.5,DEN,B94.5,0.04,0.07,0.93,0.96,3646,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-B96.5,DEN,B96.5,0.00,0.01,0.99,1.00,879,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-T90,DEN,T90,0.04,0.05,0.95,0.96,2242,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG29-T97,DEN,T97,0.00,0.01,0.99,1.00,427,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-B85.5,DEN,B85.5,0.21,0.26,0.74,0.79,10,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-B87.5,DEN,B87.5,0.37,0.38,0.62,0.63,29,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-B89.5,DEN,B89.5,0.21,0.24,0.76,0.79,44,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-B91.5,DEN,B91.5,0.05,0.07,0.93,0.95,61,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-T85,DEN,T85,0.06,0.07,0.93,0.94,48,81,73
2026-08-29T17:29Z,KXHIGHDEN-26AUG30-T92,DEN,T92,0.00,0.02,0.98,1.00,905,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-B88.5,MIA,B88.5,0.06,0.10,0.90,0.94,12663,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-B90.5,MIA,B90.5,0.07,0.08,0.92,0.93,13303,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-B92.5,MIA,B92.5,0.02,0.03,0.97,0.98,11597,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-B94.5,MIA,B94.5,0.00,0.01,0.99,1.00,6226,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-T88,MIA,T88,0.78,0.83,0.17,0.22,19206,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG29-T95,MIA,T95,0.00,0.01,0.99,1.00,1598,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-B87.5,MIA,B87.5,0.03,0.04,0.96,0.97,60,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-B89.5,MIA,B89.5,0.35,0.36,0.64,0.65,634,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-B91.5,MIA,B91.5,0.43,0.44,0.56,0.57,319,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-B93.5,MIA,B93.5,0.19,0.20,0.80,0.81,672,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-T87,MIA,T87,0.01,0.02,0.98,0.99,647,81,73
2026-08-29T17:29Z,KXHIGHMIA-26AUG30-T94,MIA,T94,0.01,0.02,0.98,0.99,347,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-B79.5,NY,B79.5,0.17,0.18,0.82,0.83,9842,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-B81.5,NY,B81.5,0.02,0.03,0.97,0.98,16158,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-B83.5,NY,B83.5,0.00,0.01,0.99,1.00,4358,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-B85.5,NY,B85.5,0.00,0.01,0.99,1.00,2876,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-T79,NY,T79,0.79,0.83,0.17,0.21,16048,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG29-T86,NY,T86,0.00,0.01,0.99,1.00,2299,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-B82.5,NY,B82.5,0.36,0.38,0.62,0.64,126,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-B84.5,NY,B84.5,0.16,0.17,0.83,0.84,57,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-B86.5,NY,B86.5,0.06,0.07,0.93,0.94,164,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-B88.5,NY,B88.5,0.00,0.02,0.98,1.00,997,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-T82,NY,T82,0.34,0.35,0.65,0.66,563,81,73
2026-08-29T17:29Z,KXHIGHNY-26AUG30-T89,NY,T89,0.00,0.01,0.99,1.00,1010,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-B80.5,CHI,B80.5,0.53,0.56,0.44,0.47,7304,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-B82.5,CHI,B82.5,0.43,0.44,0.56,0.57,5235,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-B84.5,CHI,B84.5,0.03,0.05,0.95,0.97,5819,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-B86.5,CHI,B86.5,0.00,0.01,0.99,1.00,3076,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-T80,CHI,T80,0.00,0.01,0.99,1.00,11488,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG29-T87,CHI,T87,0.00,0.01,0.99,1.00,959,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-B86.5,CHI,B86.5,0.33,0.34,0.66,0.67,198,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-B88.5,CHI,B88.5,0.25,0.26,0.74,0.75,84,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-B90.5,CHI,B90.5,0.07,0.08,0.92,0.93,37,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-B92.5,CHI,B92.5,0.02,0.03,0.97,0.98,198,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-T86,CHI,T86,0.31,0.32,0.68,0.69,620,81,73
2026-08-29T17:39Z,KXHIGHCHI-26AUG30-T93,CHI,T93,0.00,0.01,0.99,1.00,1049,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-B90.5,DEN,B90.5,0.35,0.36,0.64,0.65,1957,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-B92.5,DEN,B92.5,0.53,0.54,0.46,0.47,1607,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-B94.5,DEN,B94.5,0.04,0.05,0.95,0.96,3665,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-B96.5,DEN,B96.5,0.00,0.01,0.99,1.00,879,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-T90,DEN,T90,0.04,0.05,0.95,0.96,2243,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG29-T97,DEN,T97,0.00,0.01,0.99,1.00,427,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-B85.5,DEN,B85.5,0.22,0.26,0.74,0.78,10,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-B87.5,DEN,B87.5,0.38,0.39,0.61,0.62,31,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-B89.5,DEN,B89.5,0.20,0.24,0.76,0.80,44,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-B91.5,DEN,B91.5,0.05,0.07,0.93,0.95,61,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-T85,DEN,T85,0.06,0.07,0.93,0.94,48,81,73
2026-08-29T17:39Z,KXHIGHDEN-26AUG30-T92,DEN,T92,0.00,0.02,0.98,1.00,905,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-B88.5,MIA,B88.5,0.06,0.10,0.90,0.94,12681,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-B90.5,MIA,B90.5,0.07,0.09,0.91,0.93,13447,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-B92.5,MIA,B92.5,0.02,0.03,0.97,0.98,12154,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-B94.5,MIA,B94.5,0.00,0.01,0.99,1.00,6226,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-T88,MIA,T88,0.81,0.84,0.16,0.19,19214,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG29-T95,MIA,T95,0.00,0.01,0.99,1.00,1598,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-B87.5,MIA,B87.5,0.04,0.05,0.95,0.96,90,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-B89.5,MIA,B89.5,0.32,0.35,0.65,0.68,695,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-B91.5,MIA,B91.5,0.43,0.44,0.56,0.57,322,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-B93.5,MIA,B93.5,0.18,0.20,0.80,0.82,686,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-T87,MIA,T87,0.01,0.02,0.98,0.99,776,81,73
2026-08-29T17:39Z,KXHIGHMIA-26AUG30-T94,MIA,T94,0.01,0.02,0.98,0.99,347,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-B79.5,NY,B79.5,0.19,0.21,0.79,0.81,10396,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-B81.5,NY,B81.5,0.01,0.02,0.98,0.99,16779,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-B83.5,NY,B83.5,0.00,0.01,0.99,1.00,4358,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-B85.5,NY,B85.5,0.00,0.01,0.99,1.00,2876,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-T79,NY,T79,0.79,0.81,0.19,0.21,16202,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG29-T86,NY,T86,0.00,0.01,0.99,1.00,2299,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-B82.5,NY,B82.5,0.38,0.41,0.59,0.62,222,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-B84.5,NY,B84.5,0.15,0.17,0.83,0.85,57,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-B86.5,NY,B86.5,0.06,0.07,0.93,0.94,166,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-B88.5,NY,B88.5,0.00,0.02,0.98,1.00,997,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-T82,NY,T82,0.34,0.37,0.63,0.66,611,81,73
2026-08-29T17:39Z,KXHIGHNY-26AUG30-T89,NY,T89,0.00,0.01,0.99,1.00,1010,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-B80.5,CHI,B80.5,0.57,0.59,0.41,0.43,7573,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-B82.5,CHI,B82.5,0.41,0.42,0.58,0.59,5558,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-B84.5,CHI,B84.5,0.03,0.07,0.93,0.97,5930,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-B86.5,CHI,B86.5,0.00,0.01,0.99,1.00,3130,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-T80,CHI,T80,0.00,0.01,0.99,1.00,11488,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG29-T87,CHI,T87,0.00,0.01,0.99,1.00,959,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-B86.5,CHI,B86.5,0.33,0.34,0.66,0.67,202,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-B88.5,CHI,B88.5,0.25,0.26,0.74,0.75,84,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-B90.5,CHI,B90.5,0.07,0.08,0.92,0.93,37,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-B92.5,CHI,B92.5,0.02,0.03,0.97,0.98,198,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-T86,CHI,T86,0.31,0.32,0.68,0.69,620,81,73
2026-08-29T17:49Z,KXHIGHCHI-26AUG30-T93,CHI,T93,0.00,0.01,0.99,1.00,1049,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-B90.5,DEN,B90.5,0.35,0.38,0.62,0.65,1961,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-B92.5,DEN,B92.5,0.51,0.52,0.48,0.49,1615,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-B94.5,DEN,B94.5,0.04,0.05,0.95,0.96,3669,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-B96.5,DEN,B96.5,0.00,0.01,0.99,1.00,879,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-T90,DEN,T90,0.04,0.05,0.95,0.96,2252,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG29-T97,DEN,T97,0.00,0.01,0.99,1.00,427,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-B85.5,DEN,B85.5,0.22,0.26,0.74,0.78,10,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-B87.5,DEN,B87.5,0.38,0.39,0.61,0.62,36,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-B89.5,DEN,B89.5,0.21,0.24,0.76,0.79,44,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-B91.5,DEN,B91.5,0.05,0.07,0.93,0.95,61,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-T85,DEN,T85,0.06,0.07,0.93,0.94,48,81,73
2026-08-29T17:49Z,KXHIGHDEN-26AUG30-T92,DEN,T92,0.00,0.02,0.98,1.00,905,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-B88.5,MIA,B88.5,0.10,0.11,0.89,0.90,12834,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-B90.5,MIA,B90.5,0.07,0.10,0.90,0.93,13638,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-B92.5,MIA,B92.5,0.00,0.02,0.98,1.00,12413,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-B94.5,MIA,B94.5,0.00,0.01,0.99,1.00,6226,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-T88,MIA,T88,0.80,0.81,0.19,0.20,19247,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG29-T95,MIA,T95,0.00,0.01,0.99,1.00,1598,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-B87.5,MIA,B87.5,0.04,0.05,0.95,0.96,90,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-B89.5,MIA,B89.5,0.32,0.36,0.64,0.68,697,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-B91.5,MIA,B91.5,0.43,0.44,0.56,0.57,325,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-B93.5,MIA,B93.5,0.18,0.19,0.81,0.82,686,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-T87,MIA,T87,0.01,0.02,0.98,0.99,788,81,73
2026-08-29T17:49Z,KXHIGHMIA-26AUG30-T94,MIA,T94,0.01,0.02,0.98,0.99,347,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-B79.5,NY,B79.5,0.17,0.18,0.82,0.83,10894,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-B81.5,NY,B81.5,0.01,0.02,0.98,0.99,16826,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-B83.5,NY,B83.5,0.00,0.01,0.99,1.00,4397,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-B85.5,NY,B85.5,0.00,0.01,0.99,1.00,2876,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-T79,NY,T79,0.81,0.85,0.15,0.19,16456,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG29-T86,NY,T86,0.00,0.01,0.99,1.00,2299,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-B82.5,NY,B82.5,0.38,0.40,0.60,0.62,222,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-B84.5,NY,B84.5,0.15,0.16,0.84,0.85,57,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-B86.5,NY,B86.5,0.06,0.07,0.93,0.94,166,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-B88.5,NY,B88.5,0.00,0.02,0.98,1.00,997,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-T82,NY,T82,0.37,0.38,0.62,0.63,625,81,73
2026-08-29T17:49Z,KXHIGHNY-26AUG30-T89,NY,T89,0.00,0.01,0.99,1.00,1010,81,73
2026-08-29T17:59Z,KXHIGHCHI-26AUG29-B80.5,CHI,B80.5,0.55,0.56,0.44,0.45,7939,81,73
2026-08-29T17:59Z,KXHIGHCHI-26AUG29-B82.5,CHI,B82.5,0.41,0.46,0.54,0.59,6192,81,73
2026-08-29T17:59Z,KXHIGHCHI-26AUG29-B84.5,CHI,B84.5,0.03,0.05,0.95,0.97,6124,81,73
2026-08-29T17:59Z,KXHIGHCHI-26AUG29-B86.5,CHI,B86.5,0.00,0.01,0.99,1.00,3130,81,73
2026-08-29T17:59Z,KXHIGHCHI-26AUG29-T80,CHI,T80,0.00,0.01,0.99,1.00,11488,81,73
